IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,1,0,14.02,12941.35,262.7047,18.79147,2562.762,0,41.04297,2.931641,2.999878,0.05997114,0.004289781,2.999878,0,0.3378311,0.02416531,2.999878
-1,2,3,14.5,13290.63,40.65787,2.811748,54.53698,0,41.85139,2.89029,3.000259,0.06000519,0.004149736,0.3042221,0,0.1030183,0.007124361,0.3042221
1,1,0,15.76,13254.32,223.8035,14.23686,811.8981,0,42.35728,2.69106,3.000004,-2.733618E-05,-1.738943E-06,2.99985,0,0.5364128,0.03412295,2.99985
1,0,0,16.58,14534.39,484.6876,29.30397,2743.709,0,47.23239,2.852197,2.999903,0.02037598,0.001231921,1.136878,0,0.7767206,0.04696014,2.326192
1,0,0,17.36,14543.79,357.3772,20.63379,1981.816,0,47.8981,2.76229,3.000024,0.05997093,0.003462525,2.999997,0,0.487978,0.02817425,2.999997
1,0,0,18.48,16462.99,315.7296,17.122,1038.01,0,53.16621,2.880076,3.00057,0.02037726,0.001105058,2.706455,0,0.6469295,0.03508295,2.713595
1,0,0,19.26,14436.24,629.3402,32.74403,3423.249,0,48.25677,2.508148,3.000812,0.009467855,0.0004926043,1.531784,0,0.660993,0.03439089,1.531784
1,0,0,20.42,16260.04,530.4026,26.02564,1996.564,1,53.82091,2.63828,3.000014,0.009690266,0.0004754792,0.7625362,16,0.559464,0.02745162,1.074423
1,0,0,21.06,16650.77,837.8688,39.86055,4339.076,0,54.86497,2.607651,3.000022,0.05997118,0.002853054,2.323326,0,0.6974301,0.03317936,3.238945
