IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,0,0,12.1,0,1263.297,104.751,8386.324,0,523.9751,43.37542,23357.68,-7.748604E-06,-6.425045E-07,23345.72,200,1013.736,84.0577,23359.24
1,0,0,12.1,0,714.2708,59.22643,4296.629,0,531.8069,44.02375,24146.45,-6.943941E-06,-5.757828E-07,24146.45,198,1036.764,85.96717,24146.45
1,0,0,12.1,0,752.3494,62.38386,8672.265,0,534.1495,44.21768,24610.19,0,0,24610.19,196,1047.404,86.84943,24610.19
1,0,0,12.1,0,1262.47,104.6824,7269.786,0,55.95426,4.631975,19.61125,0,0,19.61125,198,76.24715,6.322318,19.61125
1,0,0,12.1,0,1187.245,98.44488,8745.957,0,526.9327,43.62025,23884.08,-4.892354E-06,-4.056678E-07,23884.08,198,1026.481,85.1145,23884.26
-1,0,0,12.1,0,2102.217,174.3132,8979.899,3,531.1814,43.97197,24357.58,0.0002136009,1.771152E-05,24352.58,78,974.9921,80.84512,24358.45
1,0,0,12.1,0,2143.919,177.7711,8928.255,0,531.8917,44.03077,23618.1,2.677552E-09,2.220193E-10,23609.5,200,1029.991,85.40559,23618.9
1,0,0,12.1,0,657.5715,54.52501,7795.806,0,545.4933,45.15673,24863,-1.024455E-08,-8.494651E-10,24863,196,1065.923,88.38503,24863
1,0,0,12.1,0,713.1888,59.13672,7758.234,0,544.5756,45.08076,25110.28,1.007318E-05,8.352558E-07,25110.28,196,1067.738,88.53552,25111.05
