IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
-1,2,3,14.12,12997.04,625.5579,44.42883,4476.821,0,40.96308,2.905183,3.000641,0.060009,0.004262003,0.3045082,0,0.06002141,0.004262884,0.3045082
1,1,0,15.4,13368.6,744.594,48.47617,7160.861,0,42.89946,2.789301,3.000044,0.05996932,0.003904253,2.999999,0,1.001624,0.06520992,2.999999
1,1,0,16.24,13218.23,436.0499,26.91666,2527.85,0,42.05571,2.59283,3.000041,-3.137253E-05,-1.936576E-06,2.427947,0,0.566052,0.03494148,2.44715
1,0,0,17.28,14500.99,561.9128,32.59355,2366.586,0,47.3428,2.74292,3.00002,-2.665818E-05,-1.546298E-06,2.087532,0,0.9016325,0.05229887,2.214902
1,0,0,18.1,14891.83,917.0516,50.77805,4334.979,0,48.25809,2.669142,3.000047,0.05997013,0.003320605,2.362931,0,0.7663898,0.04243576,2.362931
1,0,0,18.92,14802.66,1324.968,70.1784,4722.508,0,48.45082,2.563535,3.000069,0.009464739,0.0005013103,2.095917,0,0.9524572,0.05044795,2.358043
1,0,0,19.84,16378.18,384.2347,19.40579,1186.07,0,53.32074,2.690249,3.000334,0.02037687,0.001029135,2.250766,0,0.618155,0.03121995,2.326099
1,0,0,21.1,16602.65,1024.795,48.66074,2348.792,0,54.26073,2.574039,3.000032,0.05997058,0.002847606,2.868604,0,0.9735667,0.04622824,2.868604
1,0,0,21.8,16396.34,1511.411,69.45825,5514.56,0,54.32417,2.494223,3.000014,0.01291875,0.0005936926,2.453615,0,0.9772784,0.04491169,2.453615
