IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,0,0,13.88,12950.21,38.51178,2.782643,527.0826,0,40.98992,2.957426,2.999878,0.05997088,0.004333156,2.999878,0,0.1066949,0.007709169,2.999878
-1,1,3,14.48,13265.21,31.27973,2.166186,82.57488,0,41.77758,2.889183,3.000091,0.05999883,0.004155044,0.3530502,0,0.08833057,0.006117076,0.3530502
1,1,0,15.68,13262.92,281.057,17.9704,2615.242,0,42.30884,2.701714,3.000025,-2.973899E-05,-1.90147E-06,3.000006,0,0.5768838,0.03688515,3.000006
1,0,0,16.96,15100.79,456.9354,27.00564,1611.098,0,48.62685,2.870534,3.000084,0.05997066,0.003544366,2.999997,0,0.6786294,0.04010812,2.999997
1,0,0,18.32,14187.61,587.4526,32.13636,1784.053,0,47.83094,2.613713,3.000698,0.0203763,0.001114677,2.318699,0,0.8314604,0.0454847,2.319673
1,0,0,19,14540.05,1211.156,63.87954,5100.169,0,48.39223,2.549644,3.000016,0.009466907,0.0004993094,2.148906,0,0.8355929,0.04407135,2.517757
1,0,0,19.74,16337.24,561.9808,28.52695,1482.972,0,53.11152,2.693282,3.000015,0.02037506,0.001034267,2.343918,0,1.047668,0.05318112,2.367145
1,0,0,20.86,16467.44,1272.645,61.12606,3400.268,1,54.09093,2.595534,3.000024,0.05953492,0.002859506,2.486011,18,1.329377,0.06385096,2.502326
1,0,0,21.44,16483.78,1678.974,78.45671,7710.708,0,54.55704,2.547014,3.000012,0.01291904,0.0006036934,2.351914,0,1.320647,0.0617125,4.258614
