IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,0,0,14.64,13053.47,284.0961,19.45864,1576.865,0,41.8754,2.864254,3.000004,-3.026985E-05,-2.073277E-06,1.442557,0,0.3936242,0.02696056,1.465411
1,2,0,15.98,12903.32,1030.875,64.67222,5319.453,0,42.1328,2.6399,3.000964,0.05848734,0.003669219,2.999999,29,1.390744,0.08724871,2.999999
-1,5,3,16.16,14937.11,372.167,23.08728,8897.47,0,47.10128,2.918295,3.000058,0.05999897,0.003722021,0.3325252,0,0.08523669,0.005287636,0.3325374
1,2,0,16.38,13284.3,6276.957,384.1467,9000,0,43.58196,2.663934,2.999973,-2.459995E-05,-1.505505E-06,2.245851,1,4.815299,0.2946939,5.999899
1,0,0,17.58,14737.16,537.1212,30.62264,1328.321,0,47.68839,2.71574,3.000025,0.05997075,0.003419085,2.960187,0,0.9666115,0.05510898,2.99975
1,1,0,18.6,15020.88,1041.148,56.09631,7249.632,0,48.89225,2.631445,3.000016,0.009466812,0.0005100653,1.009316,1,0.8795646,0.04739034,2.458137
1,0,0,19.4,16857.29,614.1356,31.72188,2389.301,0,54.59326,2.81699,3.00004,0.01350208,0.0006974214,0.9454669,0,0.7237015,0.03738128,1.693201
1,0,0,20.78,16194.45,1200.686,57.8923,4637.437,0,53.57354,2.580614,3.00001,-2.701394E-05,-1.302505E-06,1.437969,0,0.8870485,0.04276994,2.247509
1,0,0,21.54,16254.53,821.1967,38.1952,5641.472,0,54.00682,2.509611,3.000012,0.01291897,0.0006008823,0.7721458,0,0.6792515,0.03159309,1.443248
