IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,0,0,12.7,0,2281.251,180.1936,8899.071,0,528.236,41.65899,23368.58,1.311302E-06,1.035784E-07,23368.58,220,1025.672,81.01674,23369.23
1,0,0,12.7,0,814.7807,64.35867,4883.542,0,535.6018,42.23989,24345.43,-1.757871E-08,-1.388524E-09,24334.43,216,1048.967,82.85681,24346.9
1,0,0,12.7,0,690.3146,54.52723,3955.492,0,544.2906,42.92513,25108.5,-1.103984E-05,-8.720253E-07,25108.5,212,1073.185,84.76975,25108.5
1,0,0,12.7,0,1640.517,129.5827,8966.838,0,528.6773,41.69379,23611.96,-8.821487E-06,-6.968E-07,23611.96,220,1027.622,81.17079,23613.04
1,0,0,12.7,0,1247.029,98.5015,8069.782,0,531.61,41.92508,24104.14,9.387732E-06,7.41527E-07,24104.14,220,1040.017,82.14988,24105.41
-1,0,0,12.7,0,914.4554,72.23186,7862.303,0,538.9491,42.50387,24893.85,-3.269841E-08,-2.582813E-09,24888.85,2,996.0485,78.67682,24894.54
1,0,0,12.7,0,1774.372,140.1558,8898.66,0,60.35796,4.760092,38.27896,0,0,38.27896,220,88.55102,6.994551,39.61447
1,0,0,12.7,0,2054.163,162.2562,8973.35,0,529.476,41.75678,23864.42,-7.566996E-09,-5.97709E-10,23853.4,216,1033.598,81.64278,23865.22
1,0,0,12.7,0,1314.428,103.8253,8767.119,0,534.6381,42.16389,24583.99,0,0,24571.35,216,1051.855,83.08495,24587.37
