IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,0,0,14.22,13080.02,48.13745,3.394743,909.3614,0,41.70267,2.936808,3.000004,-3.39821E-05,-2.396481E-06,0.9623487,0,0.1203029,0.008483985,1.274136
1,0,0,15.72,12789.82,252.4521,16.10026,2033.186,0,41.99152,2.674619,2.999999,0.0567788,0.003621097,2.999999,0,0.3892031,0.02482163,2.999999
1,0,0,16.38,13616.67,2498.172,152.8869,9000,0,44.58361,2.72516,2.999973,-2.587587E-05,-1.58359E-06,1.238761,0,1.714079,0.1049008,5.999899
-1,4,3,17.18,14927.5,343.0326,20.01357,8758.854,0,47.41731,2.763247,3.000095,0.05999884,0.003500516,0.9000173,0,0.5673919,0.03310338,0.9000321
1,2,0,18.54,15354.42,787.1277,42.54744,8524.302,0,49.3966,2.667203,3.000015,0.05996894,0.003241564,2.362931,1,0.7537305,0.04074219,4.34623
1,2,0,19.36,15116.52,796.6437,41.23415,6401.279,0,49.17332,2.542571,3.000023,0.00946519,0.0004899167,2.956321,0,0.7087528,0.03668493,2.956321
1,0,0,20.16,16720.21,472.8577,23.50187,4296.927,0,54.76314,2.719123,3.000036,0.01350278,0.0006711122,1.356201,0,0.5639979,0.02803171,3.281324
1,0,0,21.56,16321.78,682.0814,31.69523,2849.541,1,54.22198,2.51727,3.00001,-0.0001026765,-4.771211E-06,2.424927,1,0.7403758,0.03440408,2.429009
1,0,0,22.1,16297.51,634.1498,28.74659,2207.583,0,54.16938,2.453323,3.000002,0.01292058,0.0005857018,1.669529,0,0.642983,0.02914701,1.775038
