IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,2,0,13.9,12977.88,218.992,15.80029,4479.521,1,41.06666,2.958693,3.000001,0.05997019,0.004326853,2.999878,6,0.2811864,0.02028762,4.226407
-1,2,3,14.26,13242.72,36.58378,2.572699,77.79128,0,41.82574,2.937201,3.000136,0.05999906,0.004219343,0.6983755,0,0.09686208,0.006811679,0.6983755
1,0,0,15.64,13381.2,238.078,15.26141,2107.146,0,42.57492,2.725667,3.000037,-2.946332E-05,-1.888674E-06,3,0,0.4449865,0.02852477,3
1,0,0,16.92,15011.03,817.4793,48.42887,2280.09,0,48.29558,2.857727,3.000084,0.05996929,0.003552683,2.999997,0,0.9501439,0.05628815,2.999997
1,0,0,18.26,14756.42,1378.393,75.65276,3167.951,7,48.39051,2.652989,3.000138,-0.0028437,-0.0001560758,2.498771,175,2.032561,0.1115566,2.544064
1,0,0,18.32,14251.4,604.2045,33.05276,2148.301,0,47.69934,2.606522,2.999903,0.02038049,0.001114907,2.378619,0,1.150268,0.06292493,2.390697
1,0,0,19.16,16533.8,543.8055,28.44171,1719.264,0,53.17277,2.778097,3.000784,0.02037512,0.001065644,2.156872,0,0.9373684,0.04902554,2.345678
1,0,0,20.56,16568.5,1199.614,58.4607,3261.484,1,54.31795,2.644496,3.000012,0.01206642,0.0005880323,1.82491,33,0.7877528,0.03838952,2.342665
1,0,0,21.22,16533.6,1534.867,72.46774,5730.708,0,54.65458,2.578046,3.000022,0.0599711,0.002831497,2.323326,0,1.245756,0.05881754,3.555055
