IS_AGENT,AGENT_COLLISION_COUNT,OBSTACLE_COLLISION_COUNT,AGENT_COMPLETION_TIME,TOTAL_METABOLIC_ENERGY,TOTAL_DEGREES_TURNED,AVG_ANGULAR_SPEED,MAX_INSTANT_ANG_SPEED,ANGULAR_INFLECTION_COUNT,TOTAL_DISTANCE,AVG_SPEED,MAX_INSTANT_SPEED,TOTAL_SPEED_CHANGE,AVG_SPEED_CHANGE,MAX_INSTANT_SPEED_CHANGE,SPEED_CHANGE_INFLECT_COUNT,TOTAL_ACCELERATION,AVG_ACCELERATION,MAX_INSTANT_ACCEL
1,0,0,13.76,12935.03,9.276298,0.676115,63.41288,0,40.96596,2.981511,2.999878,0.05997086,0.004371054,2.999878,0,0.09460305,0.006895266,2.999878
1,0,0,15.24,12859.87,192.4096,12.65853,1800.769,0,41.6679,2.737707,2.999999,0.05997034,0.003945417,2.999999,0,0.3697745,0.02432727,2.999999
1,0,0,16.06,12885.79,416.8609,26.02128,4842.1,0,42.12302,2.626123,3.000004,-3.028102E-05,-1.890201E-06,0.9510959,0,0.315834,0.01971498,1.515348
1,0,0,17.2,14931.54,295.0673,17.19507,1666.217,0,48.28304,2.810421,3.00001,0.05997168,0.003494853,2.426698,0,0.6884786,0.04012113,2.430189
1,0,0,18.44,14259.75,685.3868,37.24928,2949.745,1,47.28069,2.566813,2.999902,0.01719933,0.0009347462,2.28519,1,0.7774694,0.04225377,2.377768
1,0,0,19.08,14465.75,825.1174,43.336,4296.73,0,48.1556,2.526527,3.000023,0.009467246,0.0004972293,1.776224,0,0.586543,0.03080583,2.705521
1,0,0,20.6,16294.26,515.8834,25.09161,1899.678,1,53.69166,2.608924,3.000002,0.008884721,0.0004321362,1.03365,1,0.444009,0.02159577,1.592093
1,0,0,21.26,16223.24,877.881,41.37046,5514.883,0,53.7156,2.528983,3,0.02037541,0.0009601985,0.7268516,0,0.5652865,0.02663933,1.367814
-1,0,3,22.32,18389.96,1050.445,47.14746,8949.964,0,57.5028,2.578601,3.000147,0.05999906,0.002692956,0.9000301,0,0.9018103,0.04047623,0.9000301
